ontology_filename,search_query,result_type,title,url,snippet,relevance_score,match_type
dicv,"""https://w3id.org/digitalconstruction/0.5/Variables""",documentation,digitalconstruction.github.io/Variables/v/0.5/variables.ttl,https://digitalconstruction.github.io/Variables/v/0.5/variables.ttl,"w3id.org/digitalconstruction/0.5/Variables#hasObjectValue :hasObjectValue rdf:type owl:ObjectProperty ; rdfs:range owl:Thing ; rdfs:comment ""Associates an object value ...",0.8045454545454546,exact_ontology
dicv,"""Digital Construction Variables"" ontology",github_repo,GitHub - digitalconstruction/Variables: Ontology of variables and constraints,https://github.com/digitalconstruction/Variables,Ontology of variables and constraints. Contribute to digitalconstruction/Variables development by creating an account on GitHub.,0.7833333333333333,exact_ontology
dicv,"""Digital Construction Variables"" ontology",documentation,digitalconstruction.github.io,https://digitalconstruction.github.io/Variables/latest/ontology.ttl,"""Digital Construction Variables"" ; Variables are needed to represent the intermediate stages of problem solving or decision making that are encountered, for example, in planning and scheduling processes. Variables are defined as a class that resembles rdf:Statement used for RDF reification.",0.75,exact_ontology
dogont,"""DogOnt: Ontology Modeling for Intelligent Domotic Environments"" ontology",documentation,DogOnt: Ontology Modeling for Intelligent Domotic Environments,https://iot-ontologies.github.io/dogont/documentation/index-en.html#,"The DogOnt ontology aims at offering a uniform, extensible model for all devices being part of a “local” Internet of Things inside a smart environment. Its major focus is on device modeling, for all the aspects needed to abstract device “capabilities” from low-level idiosyncrasies and communication issues.",1.0,exact_ontology
dogont,"""DogOnt: Ontology Modeling for Intelligent Domotic Environments"" ontology",documentation,DogOnt: Ontology Modeling for Intelligent Domotic Environments,https://iot-ontologies.github.io/dogont/documentation/index-en.html,Dario Bonino (dario.bonino@gmail.com). DogOnt: Ontology Modeling for Intelligent Domotic Environments.Revision: 4.0.2. Provenance of this page. Ontology Specification Draft.,1.0,exact_ontology
dogont,"""DogOnt: Ontology Modeling for Intelligent Domotic Environments"" ontology",paper,DogOnt - Ontology Modeling for Intelligent Domotic Environments,https://link.springer.com/chapter/10.1007/978-3-540-88564-1_51,"Chenand, H., Finin, T., Joshi, A.: Ontologies for Agents: Theory and Experiences. In: The SOUPA Ontology for Pervasive Computing, pp. 233–258.Cite this paper. Bonino, D., Corno, F. (2008). DogOnt - Ontology Modeling for Intelligent Domotic Environments.",0.9,exact_ontology
dogont,"""DogOnt: Ontology Modeling for Intelligent Domotic Environments"" ontology",paper,DogOnt - Ontology Modeling for Intelligent Domotic Environments,https://pdfs.semanticscholar.org/8342/af10b0b7f4271ee8dfe08efd3e8b48e0944b.pdf,"DogOnt is an ontology model designed for supporting Interoperation, Integration and Intelligence in domotic environments. Building Thing Building Environment State Functionality Domotic Network Component.",0.9,exact_ontology
dogont,"""DogOnt: Ontology Modeling for Intelligent Domotic Environments"" ontology",paper,(PDF) DogOnt - Ontology Modeling for Intelligent Domotic...,https://www.researchgate.net/publication/221466113_DogOnt_-_Ontology_Modeling_for_Intelligent_Domotic_Environments,"DogOnt is composed of two elements: the DogOnt ontology, expressed in OWL, which allows to formalize all the aspects of a IDE, and the DogOnt rules, which. ease the modeling process by automatically g e nerating proper states and func",0.8625,exact_ontology
dogont,"""DogOnt: Ontology Modeling for Intelligent Domotic Environments"" ontology",other,raw.githubusercontent.com/iot-ontologies/dogont/master/dogont.owl,https://raw.githubusercontent.com/iot-ontologies/dogont/master/dogont.owl,"Luigi De Russis (luigi.derussis@polito.it, luigidr@gmail.com) DogOnt is a modeling language for IEs (Intelligent Environments), based on Semantic Web technologies.",0.7607142857142857,exact_ontology
dor,"""Decommissioning and Reuse Ontology"" ontology",documentation,Decommissioning and Reuse Ontology (DOR),https://z-arghavan.github.io/DORF/,"This is an ontology for the Semantic Material Bank, End-of-Life cycle and circular transformation. This ontology would serve as a standardized representation of the concepts and relationships involved in the material reuse process, providing a common framework for data integration and analysis, and facilitating knowledge sharing among stakeholders in the ...",0.87,exact_ontology
dor,"""Decommissioning and Reuse Ontology"" Circular Economy ontology",github_repo,GitHub - Z-Arghavan/DORF: Decommissioning and Reuse Ontology (DOR): https://z-arghavan.github.io/DORF/,https://github.com/Z-Arghavan/DORF,"By extending these established ontologies, DOR ensures compatibility and interoperability with other domain-specific knowledge models and applications. Find current version",0.7961538461538462,exact_ontology
dstv,"""DSTV:Steel Construction Ontology"" ontology",official_namespace,DSTV:Steel Construction Ontology,http://w3id.org/dstv#,"Represents steel construction components, profiles, tolerances, and manufacturing processes to enable semantic integration into robotics and automation systems. Supports the DSTV‑NC standard by formalizing process data and quality metrics for steel fabrication workflows.",1.0,exact_ontology
dstv,"""DSTV:Steel Construction Ontology"" BE Product (Building) ontology",other,DSTV:Steel Construction Ontology,https://ip.pages.rwth-aachen.de/ioc/dstv-ontologie/,"This is a placeholder text for the description of your ontology. The description should include an explanation and a diagram explaining how the classes are related, examples of usage, etc.",0.8357142857142857,exact_ontology
dstv,"""DSTV:Steel Construction Ontology"" ontology",github_repo,GitHub - junjie-he/dstv-nc-ontology: DSTV:Steel Construction Ontology,https://github.com/junjie-he/dstv-nc-ontology,MIT license. dstv-nc-ontology. DSTV:Steel Construction Ontology. About.,0.825,exact_ontology
dtc,"""Digital Twin Construction Ontology"" ontology",documentation,Digital Twin Construction Ontology,https://dtc-ontology.cms.ed.tum.de/ontology#,The Digital Twin Construction Ontology enables representing the most important concepts that are relevant for a digital twin of a construction site. It explicitly defines the project intent and project status.,0.9,exact_ontology
eepsa,"""The EEPSA Ontology."" ontology",official_namespace,The EEPSA Ontology.,https://w3id.org/eepsa#,The EEPSA (Energy Efficiency Prediction Semantic Assistant) ontology puts together all the ontology modules and ODPs that form the EEPSA Ontology. It structures semantic guidance for energy efficiency modeling using the Ontology Design Patterns. Supports KDD-driven decision workflows for building performance optimization.,1.0,exact_ontology
eepsa,"""The EEPSA Ontology."" ontology",paper,Overview of the EEPSA ontology. | Download Scientific Diagram,https://www.researchgate.net/figure/Overview-of-the-EEPSA-ontology_fig5_349740423,"... EEPSA ontology is the addition of the following ontological resources: the three ODPs presented (AffectedBy, EEP and RC), five ontology modules specializing the stub classes defined by these ODPs (FoI4EEPSA, Q4EEPSA, P4EEPSA, EXR4EEPSA and EXN4EEPSA), and an ...",0.9062500000000001,exact_ontology
eepsa,"""https://w3id.org/eepsa""",documentation,EXR4EEPSA: Executor ontology module for the EEPSA Ontology.,https://iesnaola.github.io/eepsa/EXR4EEPSA/index-en.html,Release 2021-01-28. Latest version: https://w3id.org/eepsa/exr4eepsa. Revision,0.8650000000000001,exact_ontology
eepsa,"""The EEPSA Ontology."" ontology",paper,EEPSA as a core ontology for energy,https://semantic-web-journal.net/system/files/swj2076.pdf,"The EEPSA ontology is modularized by design. Next, the EEPSA ontology modules are pre-sented. 3.3.1. FoI4EEPSA (Feature of Interest for EEPSA ontology module). This ontology module covers the knowledge spe-cializing the aff:FeatureOfInterest class for the EEPSA.",0.7875,exact_ontology
eepsa,"""The EEPSA Ontology."" Energy ontology",paper,(PDF) EEPSA as a core ontology for energy efficiency and thermal...,https://www.researchgate.net/publication/349740423_EEPSA_as_a_core_ontology_for_energy_efficiency_and_thermal_comfort_in_buildings,"In this article, the EEPSA (Energy Efficiency Prediction Semantic Assistant) ontology which supports such an assistant is presented.",0.7875,exact_ontology
eepsa,"""https://w3id.org/eepsa""",other,eepsa | prefix.cc,https://prefix.cc/eepsa,eepsa. https://w3id.org/eepsa# link to namespace URI +1. Add alternative URI.,0.775,exact_ontology
emmo,"""Elementary Multiperspective Material Ontology (EMMO)"" ontology",other,Elementary Multiperspective Material Ontology (EMMO),http://emmo.info/emmo#,"Developed by the European Materials Modelling Council, this ontology provides a physics-informed framework to describe materials from elementary particles to macroscopic structures supporting standardized modeling in materials science across scales and disciplines.",1.0,exact_ontology
emmo,"""Elementary Multiperspective Material Ontology (EMMO)"" ontology",documentation,Elementary Multiperspective Material Ontology (EMMO),https://emmo-repo.github.io/,"The EMMO has grown from the bottom (i.e. scientific application field) to the top (i.e. conceptualization), staying focused on the original scope while at the same time maintaining an approach as general as possible.",0.9,exact_ontology
emmo,"""Elementary Multiperspective Material Ontology (EMMO)"" Materials ontology",documentation,Elementary Multiperspective Material Ontology (EMMO),https://emmo-repo.github.io/versions/1.0.0-beta4/emmo.html,"EMMO is an ontology that is created by the European Materials Modelling Council (EMMC)to provide a formal way to describe the fundamental concepts of physics, chemistry and materials science.",0.875,exact_ontology
emmo,"""Elementary Multiperspective Material Ontology (EMMO)"" ontology",github_repo,GitHub - emmo-repo/EMMO: Elementary Multiperspective Material Ontology (EMMO),https://github.com/emmo-repo/EMMO,EMMO results from a multidisciplinary effort to develop a standard representational framework that is consistent with scientific principles and methodologies.,0.8571428571428571,exact_ontology
emmo,"""EMMO"" ontology",github_repo,Elementary Multiperspective Material Ontology (EMMO) - GitHub,https://github.com/emmo-repo/,A top-level ontology for applied sciences. Elementary Multiperspective Material Ontology (EMMO) has 52 repositories available. Follow their code on GitHub.,0.8,exact_ontology
esair,"""calidad-aire"" ontology",documentation,calidad-aire,http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/calidad-aire#,The vocabulary extends the W3C Semantic Sensor Network Ontology (SOSA) with properties that are specific for the representation of air quality data.,0.9500000000000001,exact_ontology
esair,"""calidad-aire"" IoT Sensors/Actuators ontology",other,Sensor de calidad de aire IoT - Todos los fabricantes ...,https://www.directindustry.es/fabricante-industrial/sensor-calidad-aire-iot-264375.html,"Encuentre fácilmente su sensor de calidad de aire iot entre las 7 referencias de las mayores marcas en DirectIndustry (WoMaster, Zwinsoft, Envira, ... ), el especialista de la industria que le acompañará en sus adquisiciones profesionales.",0.7909090909090909,exact_ontology
esair,"""calidad-aire"" IoT Sensors/Actuators ontology",other,Sensores Calidad Aire IoT: Guía Completa y Práctica,https://tgestiona.com.pe/sensores-calidad-aire/,¿Qué son los sensores IoT de calidad del aire y por qué importan en oficinas?,0.7909090909090909,exact_ontology
esair,"""http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/calidad-aire""",github_repo,GitHub - opencitydata/medio-ambiente-calidad-aire: Vocabulario sobre calidad del aire,https://github.com/opencitydata/medio-ambiente-calidad-aire,vocab.linkeddata.es/datosabiertos/def/medio-ambiente/calidad-aire.Vocabulario sobre calidad del aire / Vocabulary about air quality Lista de cambios recientes,0.79,exact_ontology
esair,"""calidad-aire"" IoT Sensors/Actuators ontology",other,Sensores IoT para la monitorización de la calidad del aire,https://www.dnota.com/dnota-evolucion-liderazgo-calidad-aire-microbiologia/sensores-iot-calidad-aire/,"Entornos naturales y la monitorización de la calidad del aire: Nuestro analizadores o sensores IoT pueden ayudar a proteger el medio ambiente mediante el seguimiento de la calidad del aire en parques, bosques y otros espacios naturales.",0.7875,exact_ontology
esair,"""calidad-aire"" IoT Sensors/Actuators ontology",github_repo,oeg-upm/edint-ontologia-calidad-aire - GitHub,https://github.com/oeg-upm/edint-ontologia-calidad-aire,"Every ontology development repository should include, in this root README, a visual representation of the ontology conceptualization. This image helps users and contributors quickly understand the ontology’s structure, key concepts, and relationships.",0.7772727272727272,exact_ontology
esair,"""http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/calidad-aire""",other,Calidad del aire. Vocabularios. Ayuntamiento de Zaragoza,https://www.zaragoza.es/sede/portal/datos-abiertos/vocabularios/calidad-aire,Medio Ambiente y Salud Pública.Calidad del aire. Objeto: El objetivo de esta iniciativa es publicar la información de la contaminación atmosférica en tiempo real y en formatos abiertos.,0.77,exact_ontology
esair,"""calidad-aire"" ontology",other,Los ciudadanos europeos consideran que la calidad del aire ha empeorado - Ambientum Portal Lider Medioambiente,https://www.ambientum.com/ambientum/contaminacion/los-ciudadanos-europeos-consideran-calidad-aire-ha-empeorado.asp,La encuesta (un Eurobarómetro llamado Actitudes de los europeos sobre la calidad del aire) indica un apoyo firme a más medidas a escala de la UE.,0.76875,exact_ontology
esair,"""calidad-aire"" ontology",other,Monitoreo y regulación de la calidad del aire interior: Tecnología inteligente al servicio de la salud y la arquitectura - Eras Arquitectonicas,https://erasarquitectonicas.net/arquitectura-y-tecnologia/monitoreo-regulacion-calidad-aire-interior-tecnologia-inteligente-servicio/,Purificadores de aire inteligentes: Casos de Dyson y Xiaomi. Sistemas de ventilación inteligente y su contribución a la calidad del aire.,0.7666666666666667,exact_ontology
esair,"""calidad-aire"" ontology",other,La calidad del aire que respiramos en casa empeora en cada ola de calor: esto es lo que podemos hacer para reducir su impacto,https://www.xatakahome.com/hogar/problema-ola-calor-no-solo-que-suban-temperaturas-calidad-aire-que-respiramos-casa-tambien-empeora,"Se trata de la calidad del aire que respiramos tanto en espacios de interior como en zonas exteriores como patios, terrazas y jardines ...",0.7630434782608696,exact_ontology
eurobau,"""Eurobau Utility Ontology"" ontology",other,semantic.eurobau.com/eurobau-utility.owl,http://semantic.eurobau.com/eurobau-utility.owl,The Eurobau Utility Ontology This ontology provides utility elements for describing building materials and respective offerings from the Eurobau semantic dataspace.,0.8,exact_ontology
eurobau,"""eurobau"" ontology",other,eurobau Webservice - Testsystem,https://webservices.icontent.at/eurobau/,semantic web ontology: freeClass Ontologie.,0.7875,exact_ontology
eurobau,"""eurobau"" ontology",paper,European Business Association of Uzbekistan (EUROBAU) is...,https://mzv.gov.cz/file/991234/EUROBAU_Short_Brief_Eng.pdf,"EUROBAU is open for members from both European and local business communities, from both large and small enterprises alike as well individual membership.",0.76875,exact_ontology
facility,"""Facility Ontology"" ontology",documentation,Facility Ontology,https://cogito.iot.linkeddata.es/def/facility#,The COGITO Facility ontology aims at modelling facilities in the construction domain. It supports semantic representation of facility structures spaces and relationships enabling integration of facility related information within digital construction and facility management workflows.,1.0,exact_ontology
facility,"""Facility Ontology"" BE Product (Building) ontology",other,Design of benchmark imagery for validating facility annotation algorithms,https://www.scholars.northwestern.edu/en/publications/design-of-benchmark-imagery-for-validating-facility-annotation-al,"An application-level facility ontology is used as a means to define salient objects in the benchmark imagery. In-strinsic and extrinsic scene factors important for comprehensive validation are listed, and variability in the benchmarks discussed.",0.7615384615384615,exact_ontology
facility,"""Facility Ontology"" ontology",documentation,This web provides a catalogue of ontologies useful for smart city data.,https://smartcity.linkeddata.es/ontologies/jpo.imp.bg.ac.rscascadeairport-ontologyGenericFacilityOntology.owl.html,"CASCADE Generic Facility ontology. URI.Ontology elements (classes, relationships or attributes) are created with no relation to the rest of the ontology.",0.75,exact_ontology
fgo,"""FireGrid ontology"" ontology",paper,A high-level view of part of the FireGrid ontology - ResearchGate,https://www.researchgate.net/figure/A-high-level-view-of-part-of-the-FireGrid-ontology_fig6_228446116,Download scientific diagram | A high-level view of part of the FireGrid ontology from publication: Critical reasoning: AI for emergency response | Effective response to emergencies depends upon ...,0.78,exact_ontology
fso,"""The Flow Systems Ontology (FSO)"" ontology",official_namespace,The Flow Systems Ontology (FSO),http://www.w3id.org/fso#,"Describes interconnected systems with material or energy flows. Represents components, connections, and operational states to enable analysis of building services and energy networks.",1.0,exact_ontology
gbmno,"""gbmno"" ontology",other,"UN/LOCODE GBMNO: Its location, region, coordinates and more",https://unlocode.info/GBMNO,Need to identify the UN/LOCODE GBMNO? Discover its location here.,0.765,exact_ontology
gbmno,"""gbmno"" ontology",other,Gabriel Manio - Head of Creative Department in Seattle... :: Behance,https://www.behance.net/gbmnodesign,"Seattle, WA, USA. opens in a new tab or window. instagram.com/gbmno.00 appreciations for Golf by gbmno.",0.75,exact_ontology
gbmno,"""gbmno"" ontology",other,Link to instagram.com,https://www.instagram.com/gbmno/,The site owner hides the web page description.,0.75,exact_ontology
gbmto,"""gbmto"" ontology",other,Сорбция глауконитом ГБМТО катионов кальция (II) – тема научной...,https://cyberleninka.ru/article/n/sorbtsiya-glaukonitom-gbmto-kationov-kaltsiya-ii,"Поступила в редакцию 19 ноября 2013 г. Vigdorovich V.I., Morschinina I.V., Tsygankova L.E. SORPTION OF CALCIUM (II) CATIONS BY GBMTO GLAUCONITE.",0.75,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",other,GeoSPARQL Ontology,https://www.opengis.net/ont/geosparql,Home Catalogs OGC Data models Geosemantics DWG Catalogue GeoSPARQL Ontology,1.0,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",documentation,GeoSPARQL Ontology,https://opengeospatial.github.io/ogc-geosparql/geosparql10/geo.html,Open Geospatial Consortium. Version Information. OGC GeoSPARQL 1.0.Figure 1: Ontology overview. Classes ↑.,1.0,exact_ontology
geo,"""http://www.opengis.net/ont/geosparql""",other,http://www.opengis.net/ont/geosparql#,https://ontome.net/namespace/10,"This document defines GeoSPARQL: a spatial extension to the SPARQL query language for geographic information. GeoSPARQL provides the following features: GeoSPARQL does not define a comprehensive vocabulary for representing spatial information. It instead defines a core set of classes, properties and datatypes that can be.",1.0,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",documentation,GeoSPARQL Ontology - i3mainz.github.io,https://i3mainz.github.io/ogc-geosparql/geosparql11/index.html,Metadata URI http://www.opengis.net/ont/geosparql Publisher (s) None Creator (s) OGC GeoSPARQL Standards Working Group Contributor (s) None Created 2020-09-09 Modified 2021-10-27 Version Information OGC GeoSPARQL 1.1 Source OGC GeoSPARQL – A Geographic Query Language for RDF Data OGC 11-052r5 Ontology RDF RDF (turtle),0.9100000000000001,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",github_repo,GitHub - opengeospatial/ogc-geosparql: Public Repository for ...GeoSPARQL Ontology - opengeospatial.github.ioGeoSPARQL - WikipediaGeoSPARQL Ontology - i3mainz.github.ioGeoSPARQL Ontology,https://github.com/opengeospatial/ogc-geosparql,"This GitHub repository contains OGC's GeoSPARQL Standard. This repository is managed by the GeoSPARQL Standards Working Group, the Charter for which can be viewed here: •GeoSPARQL SWG Charter (online) To see in-progress HTML & PDF versions of the various elements of GeoSPARQL 1.1 - specification, ontology, constituent vocabularies etc.",0.8772727272727273,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",other,OGC GeoSPARQL - A Geographic Query Language for RDF DataGitHub - opengeospatial/ogc-geosparql: Public Repository for ...GeoSPARQL Ontology - opengeospatial.github.ioGeoSPARQL - WikipediaGeoSPARQL Ontology - i3mainz.github.ioGeoSPARQL Ontology,https://docs.ogc.org/is/22-047r1/22-047r1.html,GeoSPARQL contains a small spatial domain OWL ontology that allow literal representations of geometries to be associated with spatial features and for features to be associated with other features using spatial relations. GeoSPARQL also contains SPARQL extension function definitions that can be used to calculate relations between spatial objects.,0.8676470588235295,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",other,OGC Definitions Service,http://www.opengis.net/ont/geosparql#,"An OGC standard ontology for representing and querying geospatial data in RDF. Defines classes and properties for geometries, spatial relationships, and topological operations. Enables semantic interoperability across GIS and linked data applications. GeoSPARQL does not define a comprehensive vocabulary for representing spatial information.",0.8500000000000001,exact_ontology
geo,"""GeoSPARQL Ontology"" ontology",paper,Getting Started with GeoSPARQL - Earth Science Ontology Dialog,http://ontolog.cim3.net/file/work/EarthScienceOntolog/2012-12-12_EarthScienceOntolog_session-5/GeoSPARQL_Getting_Started--DaveKolas_20121212.pdf,3. Scope. • GeoSPARQL is a minimal RDF/OWL/SPARQL vocabulary for storage and query of geospatial information. – Should be able to be easily attached to ontologies with a need ...,0.7875,exact_ontology
geo,"""http://www.opengis.net/ont/geosparql""",other,OGC Definitions Service - opengis.net,http://www.opengis.net/def/ont/geosparql,"The OGC GeoSPARQL standard supports representing and querying geospatial data on the Semantic Web. GeoSPARQL defines a vocabulary for representing geospatial data in RDF, and it defines an extension to the SPARQL query language for processing geospatial data.",0.7833333333333333,exact_ontology
geo,"""http://www.opengis.net/ont/geosparql""",other,OGC Definitions Service - opengis.net,http://www.opengis.net/ont/geosparql,OGC Definitions Service,0.7833333333333333,exact_ontology
idpo,"""Information Delivery Processes Ontology (IDPO)"" ontology",documentation,Information Delivery Processes Ontology (IDPO) Orcid logo,https://icdd.vm.rub.de/ontology/idpo#,"Models information delivery workflows in building projects, based on ISO-19650 and BPMN. Captures actors, appointments, information containers, requirements, and SHACL validation templates, facilitating semantic compliance and structured data delivery in construction planning.",0.9571428571428572,exact_ontology
idpo,"""Information Delivery Processes Ontology (IDPO)"" ontology",documentation,Information Delivery Processes Ontology (IDPO),https://icdd.vm.rub.de/ontology/idpo/,"ISO 19650-1 3.3.12 information container: named persistent set of information retrievable from within a file, system or application storage hierarchy. This class is used to represent a set of data summarized as an information container. Information containers can be generated and used.",0.9,exact_ontology
ifc,"""IFC4_ADD2_TC1"" ontology",other,IFC4_ADD2_TC1,https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL#,"Translates the IFC schema into OWL to represent BIM data as RDF graphs. Created via EXPRESS_to_OWL conversion for semantic interoperability across systems. For further reference, see https://technical.buildingsmart.org/standards/ifc/ifc-schema-specifications/.",0.925,exact_ontology
ifc,"""IFC4_ADD2_TC1"" ontology",other,ifcOWL ontology (IFC4_ADD2_TC1) - buildingSMART.org,https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL/,"ifcOWL ontology (IFC4_ADD2_TC1) ; IRI: https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL ; Date: February 9, 2019 ; Authors: Pieter Pauwels (pipauwel.",0.81,exact_ontology
ifc,"""IFC4_ADD2_TC1"" BE Product (Building) ontology",other,ifcOWL ontology (IFC4_ADD2_TC1),https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL/index.html,https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL.,0.8,exact_ontology
ifc,"""IFC4_ADD2_TC1"" BE Product (Building) ontology",github_repo,Support of IFC4_ADD2_TC1 · Issue #320 · xBimTeam/XbimGeometry,https://github.com/xBimTeam/XbimGeometry/issues/320,"Support of IFC4_ADD2_TC1 #320. Closed. GVladislavG opened this issue Mar 26, 2021 · 1 comment.Hello, xBim team! I have a question. Does xBim support IFC4_ADD2_TC1? The text was updated successfully, but these errors were encountered: All reactions.",0.7636363636363637,exact_ontology
into,"""Infrastructure Topology Ontology"" ontology",documentation,Infrastructure Topology Ontology,https://app.korfin.de/ontology/into#,The Infrastructure Topology Ontology (INTO) allows the definition of topologies that represent the infrastructure network and supports the modeling of microtopologies and all macrotopologies at higher abstraction levels as well as additional linking components for connecting the topology with geometry.,0.9,exact_ontology
io,"""Information Objects Ontology"" ontology",documentation,Information Objects Ontology,http://bimerr.iot.linkeddata.es/def/information-objects#,Information object for adding information to building elements. It provides structured semantics for attaching and managing descriptive information supporting traceability coordination and integration of renovation related data within BIM enabled workflows.,1.0,exact_ontology
io,"""Information Objects Ontology"" ontology",documentation,Information Objects Ontology,https://bimerr.iot.linkeddata.es/def/information-objects/,"Serge Chávez-Feria,María Poveda-Villalón. Information Objects Ontology. Revision: 0.0.3.",0.9,exact_ontology
io,"""Information Objects Ontology"" ontology",documentation,Information Objects ontology | Interoperable Europe Portal,https://interoperable-europe.ec.europa.eu/collection/linked-open-vocabularies/solution/information-objects-ontology,"Information Objects ontology. Linked Open Vocabularies. 1 member.An ontology of information objects, encodings and realizations, as a plugin to DOLCE-Ultralite.",0.825,exact_ontology
io,"""Information Objects Ontology"" ontology",github_repo,GitHub - oeg-upm/bimerr-information-objects: Repository for the Information Objects Ontology,https://github.com/oeg-upm/bimerr-information-objects,Repository for the Information Objects Ontology. Contribute to oeg-upm/bimerr-information-objects development by creating an account on GitHub.Repository for the Information Objects Ontology. Resources. Readme.,0.795,exact_ontology
iot,"""IoT ontology"" ontology",documentation,IoT ontology,https://cogito.iot.linkeddata.es/def/iot#,The COGITO IoT ontology aims at modelling IoT devices and their measurements in the construction domain.,1.0,exact_ontology
iot,"""IoT ontology"" ontology",documentation,Four branches for an IoT ontology,https://badryan.github.io/2016/02/16/four-branches-for-an-iot-ontology.html,When building an IoT ontology such pragmatism would allow the ontology to grow in small steps rather than exploding with each and every new device or device type.,0.8,exact_ontology
iot,"""IoT ontology"" ontology",paper,Unied IoT Ontology to Enable Interoperability,https://repositorio.unican.es/xmlui/bitstream/handle/10902/11114/UnifiedIoTOntology.pdf?sequence=1&isAllowed=y,Such ontology currently nds its implementation in the EU H2020 FIESTA-IoT project that aims to provide federation and interop-erability to testbeds using semantics.,0.8,exact_ontology
iot,"""IoT ontology"" ontology",paper,GDPR-inspired IoT Ontology enabling Semantic,https://arxiv.org/pdf/2012.10314,"proposed ontology as well from well-known ontologies such as SSN1, SSN-Systems5, SOSA6, IoT-Lite2, M3-lite7, QU8, Geo9, Geo-sparql10, Schema.org11, and DUL12.",0.8,exact_ontology
iot,"""IoT ontology"" ontology",documentation,An IoT ontology for cross-domain smart applications,https://www.embedded.com/an-iot-ontology-for-cross-domain-smart-applications/,The need for a standard ontology for smart applications. IoT fragmentation is one of the main threats in adopting IoT technologies at large scale.,0.7875,exact_ontology
iot,"""IoT ontology"" IoT Sensors/Actuators ontology",documentation,Dataset for DynO-IoT ontology | IEEE DataPort,https://ieee-dataport.org/documents/dataset-dyno-iot-ontology,"We have prepared a synthetic dataset to detect and add new devices in DynO-IoT ontology. This dataset consists of 1250 samples and has 35 features, such as feature-of-interest, device, sensor, sensor output, deployment, accuracy, unit, observation, actuator, actuation ...",0.7833333333333333,exact_ontology
iot,"""IoT ontology"" ontology",other,"IoT-O, a Core-Domain IoT Ontology to Represent Connected Devices...",https://hal.science/hal-01467853/document,"3 IoT-O, not just another IoT ontology. The design of IoT-O is compliant with the NeOn methodology, presented in [6]. The rst step of the NeOn process is to dene requirements. We split them.",0.78,exact_ontology
iot,"""IoT ontology"" ontology",paper,A core IoT ontology for automation support in edge computing,https://link.springer.com/article/10.1007/s11761-022-00356-2,This paper introduces a comprehensive ontology (called EdgeOnto). This ontology involves semantic concepts for both IoT domain and edge domain.,0.78,exact_ontology
kpi,"""Key Performance Indicator ontology"" ontology",documentation,Key Performance Indicator ontology,http://bimerr.iot.linkeddata.es/def/key-performance-indicator#,"The Key Performance Indicator Ontology aims to model the metrics defined at the beginning of building renovation activities to monitor the conformance with typical requirements related to energy efficient buildings. The conceptualization proposed also focuses on the relation between KPIs, projects and scenarios.",1.0,exact_ontology
kpi,"""Key Performance Indicator ontology"" ontology",documentation,Key Performance Indicator ontology,https://bimerr.iot.linkeddata.es/def/key-performance-indicator/,Key Performance Indicator ontology. Ontology URI: http://bimerr.iot.linkeddata.es/def/key-performance-indicator#.,0.9,exact_ontology
loin,"""Level of Information Need (LOIN) Ontology"" ontology",official_namespace,Level of Information Need (LOIN) Ontology Orcid logo Orcid logo Orcid logo,https://w3id.org/loin#,The Level of Information Need (LOIN) Ontology is defined for specifying information requirements for delivery of data in a buildings' life cycle. The LOIN ontology is based on the standard BS EN 17412-1 (2020).,0.9625000000000001,exact_ontology
loin,"""Level of Information Need (LOIN) Ontology"" ontology",documentation,Level of Information Need (LOIN) Ontology,https://rub-informatik-im-bauwesen.github.io/ir-ontologies/loin/loin.html,"The LOIN ontology is based on the standard BS EN 17412-1 (2020). Furthermore, it is extended with vocabulary for connecing Information Delivery Specifications (IDS) and Information containers for linked document delivery (ICDD) as per ISO 21597-1 (2020).",0.9,exact_ontology
mat,"""Material properties ontology"" ontology",documentation,Material properties ontology,http://bimerr.iot.linkeddata.es/def/material-properties#,"The purpose of this ontology is the description of building components and materials. The materials taxonomy is taken from the Building Components and Materials Database used in the BIMERR Project. Finally, the structure for the association of features of interest, properties and their values follows the SAREF Ontology",1.0,exact_ontology
mat,"""Material properties ontology"" Materials ontology",documentation,Material properties ontology,https://bimerr.iot.linkeddata.es/def/material-properties/,Material Properties Ontology. v0.1.0. Provenance of this page. Ontology Specification Draft.,0.8625,exact_ontology
